Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Agricultural land (% of land area),AG.LND.AGRI.ZS,Lesotho,LSO,76.4492753623188,76.8774703557312,74.1798418972332,74.9769433465086,73.2213438735178,77.6021080368907,79.6442687747035,80.1482213438735,80.1383399209486,80.1383399209486,80.1383399209486,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Liberia,LBR,11.0440199335548,14.1934821428571,18.2366206395349,18.5462344269103,18.8585257475083,19.1702938122924,19.4838901578073,19.7975892857143,19.9651162790698,19.9651162790698,19.9651162790698,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Libya,LBY,8.78354569944417,8.78070404764882,8.72671266353706,8.72387101174171,8.72387101174171,8.72387101174171,8.72387101174171,8.72387101174171,8.72387101174171,8.72387101174171,8.72387101174171,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Liechtenstein,LIE,43.75,43.75,33.375,32.75,32.625,32.5,32.375,32.375,32.3125,32.3125,32.3125,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Lithuania,LTU,..,54.5309508615188,46.1332269644994,47.1252992817239,47.9792498004789,47.1552632419144,46.8590859022046,47.0541274149768,47.5087831363781,46.9945704247844,46.9222168982591,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Luxembourg,LUX,..,49.7191644072932,50.8378456064573,50.8805730133698,50.9893336855108,50.7488949138849,50.9458294166544,51.1015902363991,51.1144084584729,51.3257149072038,51.5879058132579,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Madagascar,MDG,62.4634590913781,69.6426729029817,70.2904778274321,70.2904778274321,70.2904778274321,70.2904778274321,70.2904778274321,70.2904778274321,70.2904778274321,70.2904778274321,70.2904778274321,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Malawi,MWI,44.7390750954603,50.1697072549852,58.8141705557913,59.9384811200679,60.5218498090793,61.1158252015274,61.6991938905388,62.2931692829869,62.8765379719983,63.4705133644463,64.1705557912601,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Malaysia,MYS,20.5649064069396,21.1191599452138,24.529904124182,24.6203013239994,26.0842185359915,26.0873535230558,26.0873535230558,26.0873535230558,26.0873535230558,26.0873535230558,26.0873535230558,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Maldives,MDV,26.6666666666667,30,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,21.3333333333333,19.6666666666667,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mali,MLI,26.3303256050287,31.687687983019,34.1078028831575,34.2626967931224,34.4175907030872,34.5733041575492,34.7281980675141,34.8830919774789,35.0379858874438,35.1928797974086,35.3477737073734,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Malta,MLT,40.625,28.125,31.96875,31.96875,31.96875,32.4375,32.4375,32.4375,32.4375,28.46875,27.34375,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Marshall Islands,MHL,..,47.2222222222222,38.8888888888889,38.8888888888889,38.8888888888889,38.8888888888889,38.8888888888889,38.8888888888889,38.8888888888889,38.8888888888889,38.8888888888889,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mauritania,MRT,38.4748229358688,38.5272145144077,38.5272145144077,38.5272145144077,38.5272145144077,38.5272145144077,38.5272145144077,38.5272145144077,38.5272145144077,38.5272145144077,38.5272145144077,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mauritius,MUS,54.679802955665,49.7536945812808,43.064596895343,43.064596895343,43.064596895343,43.064596895343,43.064596895343,43.064596895343,43.064596895343,43.064596895343,43.064596895343,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mexico,MEX,54.0914118161475,54.6979088968338,51.1772422130199,50.7976028190025,50.7626224954345,50.5866920445485,49.8706242444507,49.6494251395355,49.4385143650814,49.969392216878,49.9632192186013,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Micronesia, Fed. Sts.",FSM,..,7.85714285714286,7.14285714285714,7.14285714285714,7.14285714285714,7.14285714285714,7.14285714285714,7.14285714285714,7.14285714285714,7.14285714285714,7.14285714285714,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Moldova,MDA,..,77.3722627737226,74.8479318734793,70.4075425790754,70.4987834549878,70.4957420924574,70.456065673457,68.6355301608926,68.7711146722455,68.8650614573387,69.0021231422505,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mongolia,MNG,81.2025682112591,84.3135152680571,73.2252730410926,73.001629001279,72.990217275856,72.9236771309318,72.8635713833453,72.8416347996956,72.8032862891056,72.3589435904377,72.3150521955921,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Montenegro,MNE,..,..,16.5895910780669,17.1241635687732,17.2044609665428,19.0111524163569,19.0557620817844,19.092936802974,19.1078066914498,19.17843866171,19.0007434944238,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Morocco,MAR,67.9879005153484,68.6802599148555,68.5301366793637,67.404212413175,67.3246695048174,69.1799238180596,69.5643024871163,68.3975066099036,66.34978041676,68.0215101949361,67.8713869594443,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Mozambique,MOZ,44.8383733055266,47.6232864518426,51.2285968615682,51.4911009944302,51.7536051272921,52.1499910984511,52.4319031511483,52.6638927744856,52.6638927744856,52.6638927744856,52.6638927744856,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Myanmar,MMR,15.9561771276433,16.5437463659455,19.2732896429228,19.342193911925,19.5213448582103,19.5471674990043,19.997855227882,20.0265052857362,19.8857055308718,19.8875388787596,19.8875388787596,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Namibia,NAM,46.9603663350703,47.1522792697591,47.1389182426605,47.1389182426605,47.1401328814877,47.1401328814877,47.1413475203148,47.1413475203148,47.1413475203148,47.1413475203148,47.142562159142,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Nauru,NRU,20,20,20,20,20,20,20,20,20,20,20,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Nepal,NPL,28.9818181818182,29.6414370422044,28.7478200209278,28.7478200209278,28.7478200209278,28.7478200209278,28.7478200209278,28.7478200209278,28.7478200209278,28.7478200209278,28.7478200209278,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Netherlands,NLD,59.7748815165877,58.0450236966825,54.8411991688928,54.5888987830217,54.8262548262548,53.9055539055539,54.024354024354,54.1431541431541,53.959013959014,53.8892188892189,53.8164538164538,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,New Caledonia,NCL,12.691466083151,13.4026258205689,10.050875273523,10.050875273523,10.0672866520788,10.0672866520788,10.0672866520788,10.0672866520788,10.0672866520788,10.0672866520788,10.0672866520788,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,New Zealand,NZL,52.8540503588926,46.863819832137,42.1784208727356,42.2163989214234,40.6820857544339,40.3099008772929,40.4238350233565,39.8693555125138,39.2882913675895,38.5629106376514,38.6426645398959,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Nicaragua,NIC,33.4469004487286,42.7206248961276,42.1555592487951,42.1555592487951,42.1555592487951,42.1555592487951,42.222037560246,42.2469669270401,42.2469669270401,42.3051354495596,42.3051354495596,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Niger,NER,26.0890502881503,29.2097576379569,36.063787795058,36.063787795058,36.0740506828768,36.6266677192705,36.7845583010973,36.7845583010973,36.7845583010973,36.7845583010973,36.7845583010973,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Nigeria,NGA,64.4663306872207,71.9259527652426,74.0494307014943,74.2152244803847,74.3733324549557,74.542420149983,74.7049200127365,74.8729097357181,75.0376055425629,75.2033993214533,75.3691931003437,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,North Macedonia,MKD,..,48.5646873771136,49.9603489294211,50,50.0396510705789,50.1586042823156,50.1982553528945,50.1189532117367,50.1586042823156,50.0396510705789,49.9603489294211,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Northern Mariana Islands,MNP,..,6.52173913043478,3.69565217391304,3.69565217391304,3.69565217391304,3.69565217391304,3.69565217391304,1.17391304347826,1.17391304347826,1.17391304347826,1.17391304347826,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Norway,NOR,2.67218626452454,2.85288738487148,2.70359004539183,2.7026523658753,2.70004137564292,2.69388608214041,2.69802778789613,2.70133768638321,2.69589201685045,2.70656765993659,2.70403821341313,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Oman,OMN,3.48949919224556,3.78998384491115,4.58642972536349,4.58739903069467,4.63327948303716,4.63974151857835,4.69117932148627,4.71693053311793,4.72180936995153,4.71382875605816,4.73738287560582,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Pakistan,PAK,45.6698837691988,47.6053341635533,47.063096720631,47.0267745952677,46.9619136571191,47.7298671647987,48.0009858862599,47.9361249481112,47.1188771274388,47.6377646326276,47.0929327521793,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Palau,PLW,..,9.34782608695652,9.34782608695652,9.34782608695652,9.34782608695652,9.34782608695652,9.34782608695652,9.34782608695652,9.34782608695652,9.34782608695652,9.34782608695652,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Panama,PAN,28.5714285714286,29.9973096583266,30.1721818670971,30.1268213707501,29.9919050188883,29.8569886670264,29.7220723151646,29.563224588838,29.4284173631707,29.3084389323268,29.4057158263683,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Papua New Guinea,PNG,2.04919842777017,2.40250850152365,2.83972971779358,2.8816852890518,2.91922448438811,2.93247361215387,3.10250408514773,3.10250408514773,3.10029589718677,3.1312105286402,3.18199885174226,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Paraguay,PRY,35.5891517744777,37.9943116033224,41.6665995469419,42.1171406997231,42.6331235841933,42.1196576894035,42.0919708029197,42.3033979360685,42.3084319154291,42.3084319154291,42.3084319154291,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Peru,PER,17.528913359375,18.149453125,19.5057578125,19.399671875,19.293596875,19.09609375,19.154771875,19.29577265625,19.1236640625,19.5288984375,19.93413203125,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Philippines,PHL,37.3612368782909,37.6764932756481,41.8184257302881,41.9156856826642,42.0129456350404,42.1102055874166,42.224234497099,42.3013717007077,42.3785089043163,42.455646107925,42.5361371029949,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Poland,POL,61.3568839988246,60.1162297169349,47.059207733255,47.1080048336001,46.9349096965936,46.9447075345374,47.2321107808877,47.39850409903,47.4437293783281,48.1266128768824,47.3683763475988,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Portugal,PRT,43.3114754098361,43.2391256830601,40.4027282294018,39.996244771062,39.7222440549486,39.5066458819112,40.1000899508327,40.791900276839,43.1253165745326,43.1660902826901,43.2538567511157,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Puerto Rico,PRI,49.0417136414882,27.869222096956,21.6685456595265,21.1499436302142,20.6313416009019,20.1127395715896,19.5941375422773,19.0417136414882,19.0417136414882,19.0417136414882,19.0417136414882,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Qatar,QAT,5.25409130060293,5.68475452196382,6.04651162790698,6.1792863359443,6.1792863359443,6.1792863359443,6.26631853785901,6.44038294168842,6.44038294168842,6.44038294168842,6.44038294168842,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Romania,ROU,64.3950294310007,64.6772016890862,60.4486371342868,60.1095271210014,60.2312239221141,58.7665159944367,58.1449930458971,58.3014603616134,60.0921418636996,56.7150556328234,56.8454450625869,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Russian Federation,RUS,..,13.2566688683588,13.1584362579663,13.1584362579663,13.1584362579663,13.1584362579663,13.1584362579663,13.1584362579663,13.1584362579663,13.1584362579663,13.1584362579663,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Rwanda,RWA,76.1248479935144,74.0170247263883,80.2594244021078,81.3133360356709,81.3538710985002,81.2728009728415,81.2728009728415,79.0028374543981,77.1787596270774,79.3919740575598,81.2509120389137,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Samoa,WSM,19.0812720848057,16.9611307420495,21.5547703180212,23.8515901060071,26.7208480565371,24.3144876325088,22.3021582733813,19.8453237410072,17.773381294964,17.773381294964,17.773381294964,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,San Marino,SMR,16.6666666666667,16.6666666666667,16.6666666666667,16.6666666666667,38.3333333333333,38.3333333333333,38.3333333333333,38.3333333333333,38.3333333333333,38.3333333333333,38.3333333333333,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Sao Tome and Principe,STP,30.2083333333333,37.5,36.4583333333333,38.5416666666667,38.5416666666667,41.6666666666667,42.7083333333333,43.75,43.75,43.75,43.75,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Saudi Arabia,SAU,57.4413054905591,80.8418888304825,80.6139489879936,80.7443398815643,80.7730416943838,80.7683898608636,80.7540156952863,80.7537365852751,80.7634751987496,80.7732138122241,80.7730416943838,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Senegal,SEN,46.0655482262504,46.8861995533164,46.5797538046019,46.6005297875656,48.4495922713343,48.2418324416974,48.4236222926297,48.605412143562,48.7975899859762,48.9793798369085,49.4000934919233,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Serbia,SRB,..,..,39.9176766521839,40.0914703864624,39.8010519094443,39.5152069517494,39.0921564143609,39.6066773382118,39.5609421449806,41.4080152217862,41.443691283149,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Seychelles,SYC,8.69565217391304,8.69565217391304,3.3695652173913,3.3695652173913,3.3695652173913,3.3695652173913,3.3695652173913,3.3695652173913,3.3695652173913,3.3695652173913,3.3695652173913,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Sierra Leone,SLE,39.1382654474924,38.9304516486561,54.7055971183153,54.7104461069548,54.7104461069548,54.7104461069548,54.7104461069548,54.7104461069548,54.7104461069548,54.7104461069548,54.7104461069548,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Singapore,SGP,2.98507462686567,1.7910447761194,0.947666195190948,0.930888575458392,0.930888575458392,0.930888575458392,0.926966292134832,0.92436974789916,0.921787709497207,0.919220055710306,0.919220055710306,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Slovak Republic,SVK,..,50.7276507276507,39.3736483114291,39.2970049916805,39.2787321658833,39.2262895174709,39.0806988352745,39.2886855241265,39.2054908485857,39.1638935108153,38.6023294509151,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Slovenia,SVN,..,25.7199602780536,30.298411122145,30.5283018867925,30.6062772432556,30.6563399860987,30.5411136105194,30.3927216384259,30.4066268051886,30.3177330605272,30.3410738761646,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Solomon Islands,SLB,2.42943908538764,2.71525544837442,4.03715612718828,4.0907466952483,4.14433726330832,4.18006430868167,4.28724544480171,4.28724544480171,4.28724544480171,4.28724544480171,4.28724544480171,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Somalia,SOM,70.2043548952721,70.2442056938821,70.3382535786017,70.3382535786017,70.3382535786017,70.3382535786017,70.3382535786017,70.3382535786017,70.3398476105461,70.3414416424905,70.3430356744349,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,South Africa,ZAF,78.8070134944646,80.888474886447,79.4178502831612,79.4178502831612,79.4178502831612,79.4178502831612,79.4178502831612,79.4178502831612,79.4178502831612,79.4178502831612,79.4178502831612,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,South Sudan,SSD,..,..,45.0407877454781,44.9849469086766,44.929106071875,44.8732652350735,44.817424398272,44.7057427246689,44.7057427246689,44.7054262339183,44.7085911414239,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Spain,ESP,61.0123338138715,59.6513026052104,53.4439535395134,53.1336838527818,53.1890621841609,52.5772473596977,52.6387138276281,52.408209711446,52.4584917258728,52.3316792232841,52.4848941208322,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Sri Lanka,LKA,37.2986764471376,37.4740870674534,43.6931908786477,43.6931908786477,44.2699497519913,44.4315189116701,44.5963194545425,45.448079658606,45.4472947072851,45.4574846427417,45.4574846427417,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,St. Kitts and Nevis,KNA,46.1538461538462,36.5384615384615,23.0769230769231,23.0769230769231,23.0769230769231,23.0769230769231,23.0769230769231,23.0769230769231,23.0769230769231,23.0769230769231,23.0769230769231,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,St. Lucia,LCA,34.2622950819672,23.2786885245902,16.2950819672131,16.2950819672131,16.2950819672131,16.2950819672131,16.2950819672131,16.2950819672131,16.2950819672131,16.2950819672131,16.2950819672131,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,St. Vincent and the Grenadines,VCT,27.1282051282051,17.9487179487179,17.9487179487179,17.9487179487179,17.9487179487179,17.9487179487179,17.9487179487179,17.9487179487179,17.9487179487179,17.9487179487179,17.9487179487179,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Sudan,SDN,51.729797979798,55.3766835016835,59.664539614561,59.6600428265525,59.8232762312634,59.9865096359743,60.1497430406852,60.3129764453961,60.3129764453961,60.3130835117773,60.3130835117773,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Suriname,SUR,0.564102564102564,0.564102564102564,0.533333333333333,0.565384615384615,0.557692307692308,0.557692307692308,0.538461538461538,0.538461538461538,0.538461538461538,0.512820512820513,0.5,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Sweden,SWE,8.37875610945852,7.30127704223281,7.4534350567843,7.45341050724985,7.43498868578537,7.41674708031197,7.39330060221358,7.36634329022193,7.37761126098893,7.37947833353596,7.37302077073873,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Switzerland,CHE,40.6035907063298,39.6172730401124,38.5853758563219,38.5028064078332,38.4205685464246,38.3386607265115,38.2598849951265,38.1824051503393,38.1050341397781,38.0271063029444,37.9496922648985,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Syrian Arab Republic,SYR,73.430188268582,74.6055065839591,75.8100528236127,75.7991613570767,75.7882698905408,75.7835103196645,75.804775908076,75.7920165550291,75.7574143658444,75.7685345531776,75.7685345531776,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Tajikistan,TJK,..,32.6736210345813,34.156901971992,34.6735261481706,34.9002089487715,35.1278910584336,35.3562936811009,35.3887167663376,35.4362706246848,35.4204193385691,35.4276244686217,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Tanzania,TZA,35.2110973131632,38.3833822533303,42.9396026191014,43.1792729735832,43.418943328065,43.6586136825469,43.8982840370287,44.1379543915105,44.3776247459923,44.6163919620682,44.6163919620682,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Thailand,THA,41.8544109299458,42.8565836089961,44.6989868660573,44.7102115915363,44.7180410655914,44.7102115915363,44.7199984341052,44.7174470042475,45.019475816712,45.5516837283955,45.9981600735971,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Timor-Leste,TLS,21.3853396099529,22.6630800268998,22.8379287155346,22.871553463349,22.9051782111634,22.9388029589778,22.9724277067922,23.0060524546066,22.9589778076664,22.9589778076664,22.9589778076664,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Togo,TGO,58.0989152417724,62.5114910829197,70.2334988049274,70.2334988049274,70.2334988049274,70.2334988049274,70.2334988049274,70.2334988049274,70.2334988049274,70.2334988049274,70.2334988049274,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Tonga,TON,44.4444444444444,41.6666666666667,45.8333333333333,47.2222222222222,48.6111111111111,48.6111111111111,48.6111111111111,48.6111111111111,48.6111111111111,48.6111111111111,48.6111111111111,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Trinidad and Tobago,TTO,15.009746588694,13.0604288499025,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737,10.5263157894737,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Tunisia,TUN,59.1593717816684,61.476570545829,63.9997425334707,62.8282698249228,63.2981462409887,62.45236869207,62.7117662203914,62.4388516992791,62.4388516992791,62.4388516992791,62.4388516992791,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Turkiye,TUR,51.5533438145603,52.5954029858503,49.9239894494757,50.0942011096241,50.0903031326741,49.8005535127269,49.3275989761314,49.1171082208334,49.0053662149344,49.0651351948339,49.4900146823798,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Turkmenistan,TKM,..,75.5431660034473,72.0064690485817,72.0064690485817,72.0064690485817,72.0064690485817,72.0064690485817,72.0064690485817,72.0064690485817,72.0064690485817,72.0064690485817,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Turks and Caicos Islands,TCA,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,1.05263157894737,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Tuvalu,TUV,66.6666666666667,66.6666666666667,60,60,60,60,60,60,60,60,60,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Uganda,UGA,59.8668735298534,62.6194885140884,71.8880909634949,71.8880909634949,71.8880909634949,71.8880909634949,71.8880909634949,71.8880909634949,71.8880909634949,71.8880909634949,71.8880909634949,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ukraine,UKR,..,71.4697505825494,71.6805910377684,71.658409432236,71.6532306789345,71.665314436638,71.6191955808735,71.3306869175009,71.2996202968588,71.2996202968588,71.2996202968588,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,United Arab Emirates,ARE,4.01295409743734,7.70205575894114,5.34215713883413,5.3858068149817,5.39003097718952,5.40411151788229,5.40411151788229,5.37524640946212,5.49704308645452,5.48859476203886,5.51339763446916,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,United Kingdom,GBR,75.2407721241681,70.1194560410036,71.3024428553714,71.2272144835283,70.8386723432398,71.7148836440293,72.1950667548465,71.7185202331253,72.4229988013062,71.3400491877816,71.1575290373248,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,United States,USA,46.615336239049,45.2305848555761,44.1246821508141,44.1843601802475,44.2440272776368,44.3037053070702,44.363367353855,44.363367353855,44.363367353855,44.363367353855,44.363367353855,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Uruguay,URY,85.2302593989258,85.4645183407611,81.9717746543252,82.7054050965604,82.6625528511027,81.5066849502914,81.2644269226374,81.0810193120786,80.7182036338704,80.3531025025711,80.3885555936464,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Uzbekistan,UZB,..,62.6839310495109,57.5048934231933,58.6109332727536,57.984566500227,57.9805306962693,57.9525543137807,57.9234067278426,58.0070592775022,58.2832179734483,58.3012029873846,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Vanuatu,VUT,12.4692370795734,14.3560295324036,15.3404429860541,15.3404429860541,15.3404429860541,15.3404429860541,15.3404429860541,15.3404429860541,15.3404429860541,15.3404429860541,15.3404429860541,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Venezuela, RB",VEN,24.7831755569412,24.5280879768721,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,24.3750354288306,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Viet Nam,VNM,20.6642293158008,28.2260657107953,34.6726704451298,34.6991265943562,38.7634300520449,38.8407942894887,38.8279627189274,38.7344502263671,39.5241027473527,39.4347683207361,39.4347683207361,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Virgin Islands (U.S.),VIR,28.5714285714286,20,11.4285714285714,11.4285714285714,11.4285714285714,11.4285714285714,11.4285714285714,9.42857142857143,9.42857142857143,9.42857142857143,9.42857142857143,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,West Bank and Gaza,PSE,83.2225913621262,77.7762624584718,68.8420431893688,69.8431063122924,71.4953156146179,72.1624916943522,71.3877906976744,71.2277242524917,70.6523754152824,67.7514285714286,64.9294605809129,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Yemen, Rep.",YEM,44.7487546640908,44.8301986855314,44.5082106937894,44.4184328655037,44.382445972309,44.2938045722295,44.4191904843078,44.4191904843078,44.4191904843078,44.4191904843078,44.4191904843078,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Zambia,ZMB,27.9947268593874,30.3017258773995,31.9307496737917,31.9320948627235,31.9334400516553,31.9334400516553,32.0679589448338,32.0679589448338,32.0679589448338,32.0679589448338,32.0679589448338,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Zimbabwe,ZWE,33.6306061781052,38.9298177588213,41.8766963939511,41.8766963939511,41.8766963939511,41.8766963939511,41.8766963939511,41.8766963939511,41.8766963939511,41.8766963939511,41.8766963939511,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 02/21/2024,,,,,,,,,,,,,,,
