"Area","Item","Year","Area_harvested","Yield","temperature","precipitation","humidity","Soil_PH","Soil_Nitrogen","Soil_OM","VHI","ASI"
"Thailand","Natural rubber in primary forms",1970,811520.0,3539.0,26.33,1867.78,77.5,4.37,1.64,3.76,0.44,10.21
"Thailand","Natural rubber in primary forms",1971,922560.0,3429.0,25.72,1642.87,74.81,5.18,1.49,1.89,0.57,12.86
"Thailand","Natural rubber in primary forms",1972,934720.0,3604.0,26.46,1555.46,75.0,4.2,1.14,3.12,0.42,8.03
"Thailand","Natural rubber in primary forms",1973,979840.0,3753.0,26.47,1589.83,75.8,4.91,4.16,3.9,0.55,6.29
"Thailand","Natural rubber in primary forms",1974,992640.0,3849.0,25.99,1681.47,77.2,5.49,1.87,2.5,0.38,17.35
"Thailand","Natural rubber in primary forms",1975,992640.0,3513.0,26.21,1726.68,77.2,4.65,0.76,2.84,0.47,11.07
"Thailand","Natural rubber in primary forms",1976,1094720.0,3585.0,26.11,1598.93,74.1,4.94,3.84,3.77,0.47,19.24
"Thailand","Natural rubber in primary forms",1977,1094720.0,3936.0,26.36,1378.06,71.8,4.26,2.7,3.08,0.58,21.21
"Thailand","Natural rubber in primary forms",1978,1082720.0,4313.0,26.67,1623.1,74.4,5.93,3.04,3.76,0.37,18.59
"Thailand","Natural rubber in primary forms",1979,1417120.0,3770.0,27.05,1294.04,73.2,5.35,2.48,3.98,0.4,10.98
"Thailand","Natural rubber in primary forms",1980,1240480.0,3750.0,26.74,1669.85,73.0,4.7,2.91,2.89,0.38,22.0
"Thailand","Natural rubber in primary forms",1981,1269280.0,4000.0,25.97,1553.21,74.4,4.56,1.47,2.72,0.4,9.56
"Thailand","Natural rubber in primary forms",1982,1417920.0,4062.0,26.06,1504.89,75.2,4.83,1.72,3.97,0.55,13.46
"Thailand","Natural rubber in primary forms",1983,1418240.0,4188.0,26.4,1632.68,74.9,5.31,2.5,2.66,0.56,16.26
"Thailand","Natural rubber in primary forms",1984,1371520.0,4500.0,26.11,1504.35,73.0,5.5,1.19,3.52,0.55,1.77
"Thailand","Natural rubber in primary forms",1985,1411360.0,5477.0,26.19,1539.99,73.0,4.5,3.36,3.75,0.49,7.86
"Thailand","Natural rubber in primary forms",1986,1352000.0,7071.0,26.14,1497.08,71.7,4.28,4.11,2.99,0.43,20.81
"Thailand","Natural rubber in primary forms",1987,1360000.0,7846.0,26.97,1494.28,70.9,5.8,0.77,2.64,0.43,21.68
"Thailand","Natural rubber in primary forms",1988,1365000.0,8491.0,26.73,1744.1,72.4,5.33,1.41,1.55,0.53,1.42
"Thailand","Natural rubber in primary forms",1989,1370000.0,9569.0,26.73,1419.78,71.4,4.36,3.62,2.93,0.44,14.05
"Thailand","Natural rubber in primary forms",1990,1400000.0,10129.0,27.04,1529.3,70.5,5.43,2.14,3.27,0.46,10.45
"Thailand","Natural rubber in primary forms",1991,1097835.0,10587.0,27.11,1425.79,71.65,4.76,0.4,1.79,0.36,42.0
"Thailand","Natural rubber in primary forms",1992,1152873.0,11979.0,26.72,1370.1,70.9,5.82,1.31,2.79,0.43,17.14
"Thailand","Natural rubber in primary forms",1993,1211380.0,12431.0,26.74,1330.24,71.9,6.1,3.75,1.91,0.47,4.14
"Thailand","Natural rubber in primary forms",1994,1249468.0,13042.0,26.81,1653.44,72.6,4.76,3.68,1.56,0.52,2.46
"Thailand","Natural rubber in primary forms",1995,1276359.0,13265.0,26.7,1669.6,79.0,5.52,2.18,3.77,0.51,3.14
"Thailand","Natural rubber in primary forms",1996,1310404.0,13754.0,26.32,1754.71,69.8,4.37,1.77,3.72,0.54,1.09
"Thailand","Natural rubber in primary forms",1997,1344506.0,14058.0,26.86,1390.14,67.4,4.85,2.3,2.09,0.5,2.07
"Thailand","Natural rubber in primary forms",1998,1386411.0,14015.0,27.5,1520.52,73.2,4.96,1.73,1.96,0.54,3.08
"Thailand","Natural rubber in primary forms",1999,1432084.0,14302.0,26.3,1771.63,72.7,5.88,2.93,2.56,0.62,0.28
"Thailand","Natural rubber in primary forms",2000,1462076.0,15585.0,26.53,1760.17,70.9,5.45,4.44,3.82,0.52,0.98
"Thailand","Natural rubber in primary forms",2001,1503944.0,16773.0,26.71,1593.13,71.6,5.39,4.2,3.92,0.55,0.41
"Thailand","Natural rubber in primary forms",2002,1553764.0,16947.0,26.8,1645.98,72.67,4.62,0.39,3.69,0.51,1.95
"Thailand","Natural rubber in primary forms",2003,1600658.0,17868.0,26.71,1539.52,69.7,4.61,4.56,3.65,0.48,5.69
"Thailand","Natural rubber in primary forms",2004,1655991.0,18157.0,26.64,1438.8,68.2,5.25,3.92,2.03,0.41,25.72
"Thailand","Natural rubber in primary forms",2005,1691099.0,17620.0,26.85,1581.45,71.77,4.95,0.97,3.4,0.46,6.96
"Thailand","Natural rubber in primary forms",2006,1742896.0,17617.0,26.74,1714.52,69.4,5.12,1.94,3.31,0.46,9.52
"Thailand","Natural rubber in primary forms",2007,1766849.0,17116.0,26.64,1662.52,69.7,5.27,0.53,3.31,0.46,9.38
"Thailand","Natural rubber in primary forms",2008,1819502.0,17405.0,26.29,1712.79,71.0,4.8,2.76,1.96,0.59,0.14
"Thailand","Natural rubber in primary forms",2009,1856072.0,16650.0,26.68,1638.83,71.3,4.76,2.34,2.56,0.53,0.46
"Thailand","Natural rubber in primary forms",2010,1929257.0,15818.0,27.32,1637.71,73.3,5.9,3.53,2.06,0.55,1.52
"Thailand","Natural rubber in primary forms",2011,2042502.0,16396.0,26.27,1990.16,73.1,5.79,2.24,2.18,0.6,0.4
"Thailand","Natural rubber in primary forms",2012,2519760.0,16428.0,27.16,1538.85,74.6,5.66,4.15,3.91,0.54,0.9
"Thailand","Natural rubber in primary forms",2013,2634034.0,16344.0,26.8,1760.87,73.0,5.41,1.5,3.6,0.54,1.86
"Thailand","Natural rubber in primary forms",2014,2915813.0,15660.0,26.9,1472.06,71.9,5.2,1.29,2.8,0.53,1.55
"Thailand","Natural rubber in primary forms",2015,3015361.0,14811.0,27.3,1420.21,72.7,4.69,2.13,2.01,0.48,8.81
"Thailand","Natural rubber in primary forms",2016,3047586.0,14828.0,27.41,1600.27,68.73,5.5,2.54,2.07,0.5,8.16
"Thailand","Natural rubber in primary forms",2017,3057079.0,14730.0,26.93,1985.24,73.2,5.85,2.5,2.11,0.58,0.64
"Thailand","Natural rubber in primary forms",2018,3203696.0,15025.0,26.92,1573.64,73.2,5.75,1.75,3.67,0.56,1.38
"Thailand","Natural rubber in primary forms",2019,3272927.0,14788.0,27.49,1308.5,71.9,4.62,0.61,3.24,0.5,7.06
"Thailand","Natural rubber in primary forms",2020,3517511.0,13816.0,27.42,1541.5,72.0,4.25,1.72,1.74,0.55,5.35
"Thailand","Natural rubber in primary forms",2021,3516091.0,13914.0,26.9,1631.11,71.5,5.1,1.57,1.65,0.58,1.39
"Thailand","Natural rubber in primary forms",2022,3508546.0,13755.0,26.78,2066.47,73.0,5.15,0.33,2.34,0.59,1.4
"Thailand","Nutmeg, mace, cardamoms, raw",1993,0.0,0.0,26.74,1330.24,71.9,6.1,3.75,1.91,0.47,4.14
"Thailand","Nutmeg, mace, cardamoms, raw",1994,0.0,0.0,26.81,1653.44,72.6,4.76,3.68,1.56,0.52,2.46
"Thailand","Nutmeg, mace, cardamoms, raw",1995,0.0,0.0,26.7,1669.6,79.0,5.52,2.18,3.77,0.51,3.14
"Thailand","Nutmeg, mace, cardamoms, raw",1996,0.0,0.0,26.32,1754.71,69.8,4.37,1.77,3.72,0.54,1.09
"Thailand","Nutmeg, mace, cardamoms, raw",1997,0.0,0.0,26.86,1390.14,67.4,4.85,2.3,2.09,0.5,2.07
"Thailand","Nutmeg, mace, cardamoms, raw",1998,0.0,0.0,27.5,1520.52,73.2,4.96,1.73,1.96,0.54,3.08
"Thailand","Nutmeg, mace, cardamoms, raw",1999,0.0,0.0,26.3,1771.63,72.7,5.88,2.93,2.56,0.62,0.28
"Thailand","Nutmeg, mace, cardamoms, raw",2000,0.0,0.0,26.53,1760.17,70.9,5.45,4.44,3.82,0.52,0.98
"Thailand","Nutmeg, mace, cardamoms, raw",2001,0.0,0.0,26.71,1593.13,71.6,5.39,4.2,3.92,0.55,0.41
"Thailand","Nutmeg, mace, cardamoms, raw",2002,0.0,0.0,26.8,1645.98,72.67,4.62,0.39,3.69,0.51,1.95
"Thailand","Nutmeg, mace, cardamoms, raw",2003,0.0,0.0,26.71,1539.52,69.7,4.61,4.56,3.65,0.48,5.69
"Thailand","Nutmeg, mace, cardamoms, raw",2004,0.0,0.0,26.64,1438.8,68.2,5.25,3.92,2.03,0.41,25.72
"Thailand","Nutmeg, mace, cardamoms, raw",2005,0.0,0.0,26.85,1581.45,71.77,4.95,0.97,3.4,0.46,6.96
"Thailand","Nutmeg, mace, cardamoms, raw",2006,0.0,0.0,26.74,1714.52,69.4,5.12,1.94,3.31,0.46,9.52
"Thailand","Nutmeg, mace, cardamoms, raw",2007,0.0,0.0,26.64,1662.52,69.7,5.27,0.53,3.31,0.46,9.38
"Thailand","Nutmeg, mace, cardamoms, raw",2008,0.0,0.0,26.29,1712.79,71.0,4.8,2.76,1.96,0.59,0.14
"Thailand","Nutmeg, mace, cardamoms, raw",2009,0.0,0.0,26.68,1638.83,71.3,4.76,2.34,2.56,0.53,0.46
"Thailand","Nutmeg, mace, cardamoms, raw",2010,0.0,0.0,27.32,1637.71,73.3,5.9,3.53,2.06,0.55,1.52
"Thailand","Nutmeg, mace, cardamoms, raw",2011,0.0,0.0,26.27,1990.16,73.1,5.79,2.24,2.18,0.6,0.4
"Thailand","Nutmeg, mace, cardamoms, raw",2012,0.0,0.0,27.16,1538.85,74.6,5.66,4.15,3.91,0.54,0.9
"Thailand","Nutmeg, mace, cardamoms, raw",2013,0.0,0.0,26.8,1760.87,73.0,5.41,1.5,3.6,0.54,1.86
"Thailand","Nutmeg, mace, cardamoms, raw",2014,0.0,0.0,26.9,1472.06,71.9,5.2,1.29,2.8,0.53,1.55
"Thailand","Nutmeg, mace, cardamoms, raw",2015,0.0,0.0,27.3,1420.21,72.7,4.69,2.13,2.01,0.48,8.81
"Thailand","Nutmeg, mace, cardamoms, raw",2016,0.0,0.0,27.41,1600.27,68.73,5.5,2.54,2.07,0.5,8.16
"Thailand","Nutmeg, mace, cardamoms, raw",2017,0.0,0.0,26.93,1985.24,73.2,5.85,2.5,2.11,0.58,0.64
"Thailand","Nutmeg, mace, cardamoms, raw",2018,0.0,0.0,26.92,1573.64,73.2,5.75,1.75,3.67,0.56,1.38
"Thailand","Nutmeg, mace, cardamoms, raw",2019,0.0,0.0,27.49,1308.5,71.9,4.62,0.61,3.24,0.5,7.06
"Thailand","Nutmeg, mace, cardamoms, raw",2020,0.0,0.0,27.42,1541.5,72.0,4.25,1.72,1.74,0.55,5.35
"Thailand","Nutmeg, mace, cardamoms, raw",2021,0.0,0.0,26.9,1631.11,71.5,5.1,1.57,1.65,0.58,1.39
"Thailand","Nutmeg, mace, cardamoms, raw",2022,0.0,0.0,26.78,2066.47,73.0,5.15,0.33,2.34,0.59,1.4
"Thailand","Oil palm fruit",1961,950.0,57895.0,26.23,1740.1,78.5,4.33,0.92,3.69,0.36,19.17
"Thailand","Oil palm fruit",1962,950.0,57895.0,26.08,1586.14,76.3,5.95,4.05,2.66,0.55,3.96
"Thailand","Oil palm fruit",1963,950.0,57895.0,26.07,1664.81,77.3,4.72,1.49,3.91,0.4,8.93
"Thailand","Oil palm fruit",1964,950.0,57895.0,26.14,1689.46,73.19,4.89,3.02,3.65,0.43,7.68
"Thailand","Oil palm fruit",1965,950.0,57895.0,26.28,1600.65,73.5,4.5,2.43,2.92,0.41,18.26
"Thailand","Oil palm fruit",1966,950.0,57895.0,26.75,1762.56,76.6,4.62,4.74,3.13,0.57,9.75
"Thailand","Oil palm fruit",1967,950.0,57895.0,26.12,1455.12,74.5,4.28,2.69,1.76,0.43,6.81
"Thailand","Oil palm fruit",1968,950.0,57895.0,26.43,1472.85,77.2,4.21,2.59,2.37,0.37,9.35
"Thailand","Oil palm fruit",1969,950.0,57895.0,26.56,1639.69,74.5,4.43,2.82,3.45,0.38,15.97
"Thailand","Oil palm fruit",1970,950.0,57895.0,26.33,1867.78,77.5,4.37,1.64,3.76,0.44,10.21
"Thailand","Oil palm fruit",1971,950.0,57895.0,25.72,1642.87,74.81,5.18,1.49,1.89,0.57,12.86
"Thailand","Oil palm fruit",1972,950.0,57895.0,26.46,1555.46,75.0,4.2,1.14,3.12,0.42,8.03
"Thailand","Oil palm fruit",1973,1800.0,58333.0,26.47,1589.83,75.8,4.91,4.16,3.9,0.55,6.29
"Thailand","Oil palm fruit",1974,1800.0,58333.0,25.99,1681.47,77.2,5.49,1.87,2.5,0.38,17.35
"Thailand","Oil palm fruit",1975,5100.0,58235.0,26.21,1726.68,77.2,4.65,0.76,2.84,0.47,11.07
"Thailand","Oil palm fruit",1976,3440.0,108430.0,26.11,1598.93,74.1,4.94,3.84,3.77,0.47,19.24
"Thailand","Oil palm fruit",1977,3760.0,122074.0,26.36,1378.06,71.8,4.26,2.7,3.08,0.58,21.21
"Thailand","Oil palm fruit",1978,5616.0,103811.0,26.67,1623.1,74.4,5.93,3.04,3.76,0.37,18.59
"Thailand","Oil palm fruit",1979,7616.0,102810.0,27.05,1294.04,73.2,5.35,2.48,3.98,0.4,10.98
"Thailand","Oil palm fruit",1980,11136.0,96444.0,26.74,1669.85,73.0,4.7,2.91,2.89,0.38,22.0
"Thailand","Oil palm fruit",1981,15104.0,101165.0,25.97,1553.21,74.4,4.56,1.47,2.72,0.4,9.56
"Thailand","Oil palm fruit",1982,24752.0,102618.0,26.06,1504.89,75.2,4.83,1.72,3.97,0.55,13.46
"Thailand","Oil palm fruit",1983,36272.0,83618.0,26.4,1632.68,74.9,5.31,2.5,2.66,0.56,16.26
"Thailand","Oil palm fruit",1984,45280.0,86948.0,26.11,1504.35,73.0,5.5,1.19,3.52,0.55,1.77
"Thailand","Oil palm fruit",1985,53255.0,114455.0,26.19,1539.99,73.0,4.5,3.36,3.75,0.49,7.86
"Thailand","Oil palm fruit",1986,59981.0,115823.0,26.14,1497.08,71.7,4.28,4.11,2.99,0.43,20.81
"Thailand","Oil palm fruit",1987,69158.0,105312.0,26.97,1494.28,70.9,5.8,0.77,2.64,0.43,21.68
"Thailand","Oil palm fruit",1988,82774.0,106930.0,26.73,1744.1,72.4,5.33,1.41,1.55,0.53,1.42
"Thailand","Oil palm fruit",1989,90880.0,120833.0,26.73,1419.78,71.4,4.36,3.62,2.93,0.44,14.05
"Thailand","Oil palm fruit",1990,96000.0,124143.0,27.04,1529.3,70.5,5.43,2.14,3.27,0.46,10.45
"Thailand","Oil palm fruit",1991,103108.0,127466.0,27.11,1425.79,71.65,4.76,0.4,1.79,0.36,42.0
"Thailand","Oil palm fruit",1992,105908.0,124397.0,26.72,1370.1,70.9,5.82,1.31,2.79,0.43,17.14
"Thailand","Oil palm fruit",1993,133452.0,137041.0,26.74,1330.24,71.9,6.1,3.75,1.91,0.47,4.14
"Thailand","Oil palm fruit",1994,139160.0,138151.0,26.81,1653.44,72.6,4.76,3.68,1.56,0.52,2.46
"Thailand","Oil palm fruit",1995,153422.0,146921.0,26.7,1669.6,79.0,5.52,2.18,3.77,0.51,3.14
"Thailand","Oil palm fruit",1996,166915.0,156447.0,26.32,1754.71,69.8,4.37,1.77,3.72,0.54,1.09
"Thailand","Oil palm fruit",1997,177492.0,145218.0,26.86,1390.14,67.4,4.85,2.3,2.09,0.5,2.07
"Thailand","Oil palm fruit",1998,205489.0,122774.0,27.5,1520.52,73.2,4.96,1.73,1.96,0.54,3.08
"Thailand","Oil palm fruit",1999,215220.0,158583.0,26.3,1771.63,72.7,5.88,2.93,2.56,0.62,0.28
"Thailand","Oil palm fruit",2000,230053.0,145311.0,26.53,1760.17,70.9,5.45,4.44,3.82,0.52,0.98
"Thailand","Oil palm fruit",2001,242852.0,168686.0,26.71,1593.13,71.6,5.39,4.2,3.92,0.55,0.41
"Thailand","Oil palm fruit",2002,263018.0,152133.0,26.8,1645.98,72.67,4.62,0.39,3.69,0.51,1.95
"Thailand","Oil palm fruit",2003,287903.0,170286.0,26.71,1539.52,69.7,4.61,4.56,3.65,0.48,5.69
"Thailand","Oil palm fruit",2004,309165.0,167606.0,26.64,1438.8,68.2,5.25,3.92,2.03,0.41,25.72
"Thailand","Oil palm fruit",2005,324193.0,154311.0,26.85,1581.45,71.77,4.95,0.97,3.4,0.46,6.96
"Thailand","Oil palm fruit",2006,379872.0,176771.0,26.74,1714.52,69.4,5.12,1.94,3.31,0.46,9.52
"Thailand","Oil palm fruit",2007,426120.0,149957.0,26.64,1662.52,69.7,5.27,0.53,3.31,0.46,9.38
"Thailand","Oil palm fruit",2008,461555.0,200854.0,26.29,1712.79,71.0,4.8,2.76,1.96,0.59,0.14
"Thailand","Oil palm fruit",2009,510003.0,160052.0,26.68,1638.83,71.3,4.76,2.34,2.56,0.53,0.46
"Thailand","Oil palm fruit",2010,541569.0,151915.0,27.32,1637.71,73.3,5.9,3.53,2.06,0.55,1.52
"Thailand","Oil palm fruit",2011,570474.0,188615.0,26.27,1990.16,73.1,5.79,2.24,2.18,0.6,0.4
"Thailand","Oil palm fruit",2012,592081.0,191060.0,27.16,1538.85,74.6,5.66,4.15,3.91,0.54,0.9
"Thailand","Oil palm fruit",2013,603700.0,205972.0,26.8,1760.87,73.0,5.41,1.5,3.6,0.54,1.86
"Thailand","Oil palm fruit",2014,643811.0,193729.0,26.9,1472.06,71.9,5.2,1.29,2.8,0.53,1.55
"Thailand","Oil palm fruit",2015,648198.0,170607.0,27.3,1420.21,72.7,4.69,2.13,2.01,0.48,8.81
"Thailand","Oil palm fruit",2016,632072.0,180679.0,27.41,1600.27,68.73,5.5,2.54,2.07,0.5,8.16
"Thailand","Oil palm fruit",2017,797128.0,181304.0,26.93,1985.24,73.2,5.85,2.5,2.11,0.58,0.64
"Thailand","Oil palm fruit",2018,856422.0,181394.0,26.92,1573.64,73.2,5.75,1.75,3.67,0.56,1.38
"Thailand","Oil palm fruit",2019,906080.0,181093.0,27.49,1308.5,71.9,4.62,0.61,3.24,0.5,7.06
"Thailand","Oil palm fruit",2020,939324.0,172698.0,27.42,1541.5,72.0,4.25,1.72,1.74,0.55,5.35
"Thailand","Oil palm fruit",2021,965398.0,175096.0,26.9,1631.11,71.5,5.1,1.57,1.65,0.58,1.39
"Thailand","Oil palm fruit",2022,984060.0,193702.0,26.78,2066.47,73.0,5.15,0.33,2.34,0.59,1.4
"Thailand","Onions and shallots, dry (excluding dehydrated)",1961,12752.0,32387.0,26.23,1740.1,78.5,4.33,0.92,3.69,0.36,19.17
"Thailand","Onions and shallots, dry (excluding dehydrated)",1962,15952.0,31156.0,26.08,1586.14,76.3,5.95,4.05,2.66,0.55,3.96
"Thailand","Onions and shallots, dry (excluding dehydrated)",1963,14928.0,24518.0,26.07,1664.81,77.3,4.72,1.49,3.91,0.4,8.93
"Thailand","Onions and shallots, dry (excluding dehydrated)",1964,14944.0,22551.0,26.14,1689.46,73.19,4.89,3.02,3.65,0.43,7.68
"Thailand","Onions and shallots, dry (excluding dehydrated)",1965,16528.0,22205.0,26.28,1600.65,73.5,4.5,2.43,2.92,0.41,18.26
"Thailand","Onions and shallots, dry (excluding dehydrated)",1966,21088.0,22430.0,26.75,1762.56,76.6,4.62,4.74,3.13,0.57,9.75
"Thailand","Onions and shallots, dry (excluding dehydrated)",1967,20832.0,20305.0,26.12,1455.12,74.5,4.28,2.69,1.76,0.43,6.81
"Thailand","Onions and shallots, dry (excluding dehydrated)",1968,16816.0,36632.0,26.43,1472.85,77.2,4.21,2.59,2.37,0.37,9.35
"Thailand","Onions and shallots, dry (excluding dehydrated)",1969,19936.0,39276.0,26.56,1639.69,74.5,4.43,2.82,3.45,0.38,15.97
"Thailand","Onions and shallots, dry (excluding dehydrated)",1970,23600.0,40551.0,26.33,1867.78,77.5,4.37,1.64,3.76,0.44,10.21
"Thailand","Onions and shallots, dry (excluding dehydrated)",1971,24496.0,57315.0,25.72,1642.87,74.81,5.18,1.49,1.89,0.57,12.86
"Thailand","Onions and shallots, dry (excluding dehydrated)",1972,31712.0,49729.0,26.46,1555.46,75.0,4.2,1.14,3.12,0.42,8.03
"Thailand","Onions and shallots, dry (excluding dehydrated)",1973,33824.0,71813.0,26.47,1589.83,75.8,4.91,4.16,3.9,0.55,6.29
"Thailand","Onions and shallots, dry (excluding dehydrated)",1974,26896.0,65772.0,25.99,1681.47,77.2,5.49,1.87,2.5,0.38,17.35
"Thailand","Onions and shallots, dry (excluding dehydrated)",1975,26512.0,62010.0,26.21,1726.68,77.2,4.65,0.76,2.84,0.47,11.07
"Thailand","Onions and shallots, dry (excluding dehydrated)",1976,21824.0,58147.0,26.11,1598.93,74.1,4.94,3.84,3.77,0.47,19.24
"Thailand","Onions and shallots, dry (excluding dehydrated)",1977,23216.0,61079.0,26.36,1378.06,71.8,4.26,2.7,3.08,0.58,21.21
"Thailand","Onions and shallots, dry (excluding dehydrated)",1978,22608.0,61704.0,26.67,1623.1,74.4,5.93,3.04,3.76,0.37,18.59
"Thailand","Onions and shallots, dry (excluding dehydrated)",1979,23264.0,54978.0,27.05,1294.04,73.2,5.35,2.48,3.98,0.4,10.98
"Thailand","Onions and shallots, dry (excluding dehydrated)",1980,23392.0,51043.0,26.74,1669.85,73.0,4.7,2.91,2.89,0.38,22.0
"Thailand","Onions and shallots, dry (excluding dehydrated)",1981,23920.0,51965.0,25.97,1553.21,74.4,4.56,1.47,2.72,0.4,9.56
"Thailand","Onions and shallots, dry (excluding dehydrated)",1982,13168.0,116267.0,26.06,1504.89,75.2,4.83,1.72,3.97,0.55,13.46
"Thailand","Onions and shallots, dry (excluding dehydrated)",1983,15440.0,103109.0,26.4,1632.68,74.9,5.31,2.5,2.66,0.56,16.26
"Thailand","Onions and shallots, dry (excluding dehydrated)",1984,15744.0,106136.0,26.11,1504.35,73.0,5.5,1.19,3.52,0.55,1.77
"Thailand","Onions and shallots, dry (excluding dehydrated)",1985,14434.0,112755.0,26.19,1539.99,73.0,4.5,3.36,3.75,0.49,7.86
"Thailand","Onions and shallots, dry (excluding dehydrated)",1986,14740.0,112575.0,26.14,1497.08,71.7,4.28,4.11,2.99,0.43,20.81
"Thailand","Onions and shallots, dry (excluding dehydrated)",1987,14089.0,126314.0,26.97,1494.28,70.9,5.8,0.77,2.64,0.43,21.68
"Thailand","Onions and shallots, dry (excluding dehydrated)",1988,15339.0,135928.0,26.73,1744.1,72.4,5.33,1.41,1.55,0.53,1.42
"Thailand","Onions and shallots, dry (excluding dehydrated)",1989,14172.0,123374.0,26.73,1419.78,71.4,4.36,3.62,2.93,0.44,14.05
"Thailand","Onions and shallots, dry (excluding dehydrated)",1990,15422.0,125462.0,27.04,1529.3,70.5,5.43,2.14,3.27,0.46,10.45
"Thailand","Onions and shallots, dry (excluding dehydrated)",1991,15800.0,130723.0,27.11,1425.79,71.65,4.76,0.4,1.79,0.36,42.0
"Thailand","Onions and shallots, dry (excluding dehydrated)",1992,17500.0,119323.0,26.72,1370.1,70.9,5.82,1.31,2.79,0.43,17.14
"Thailand","Onions and shallots, dry (excluding dehydrated)",1993,17000.0,124882.0,26.74,1330.24,71.9,6.1,3.75,1.91,0.47,4.14
"Thailand","Onions and shallots, dry (excluding dehydrated)",1994,18000.0,137452.0,26.81,1653.44,72.6,4.76,3.68,1.56,0.52,2.46
"Thailand","Onions and shallots, dry (excluding dehydrated)",1995,19000.0,150723.0,26.7,1669.6,79.0,5.52,2.18,3.77,0.51,3.14
"Thailand","Onions and shallots, dry (excluding dehydrated)",1996,19653.0,154064.0,26.32,1754.71,69.8,4.37,1.77,3.72,0.54,1.09
"Thailand","Onions and shallots, dry (excluding dehydrated)",1997,18918.0,166829.0,26.86,1390.14,67.4,4.85,2.3,2.09,0.5,2.07
"Thailand","Onions and shallots, dry (excluding dehydrated)",1998,18016.0,148804.0,27.5,1520.52,73.2,4.96,1.73,1.96,0.54,3.08
"Thailand","Onions and shallots, dry (excluding dehydrated)",1999,19003.0,146607.0,26.3,1771.63,72.7,5.88,2.93,2.56,0.62,0.28
"Thailand","Onions and shallots, dry (excluding dehydrated)",2000,19947.0,45291.0,26.53,1760.17,70.9,5.45,4.44,3.82,0.52,0.98
"Thailand","Onions and shallots, dry (excluding dehydrated)",2001,3171.0,247458.0,26.71,1593.13,71.6,5.39,4.2,3.92,0.55,0.41
"Thailand","Onions and shallots, dry (excluding dehydrated)",2002,2728.0,254003.0,26.8,1645.98,72.67,4.62,0.39,3.69,0.51,1.95
"Thailand","Onions and shallots, dry (excluding dehydrated)",2003,1955.0,193765.0,26.71,1539.52,69.7,4.61,4.56,3.65,0.48,5.69
"Thailand","Onions and shallots, dry (excluding dehydrated)",2004,2275.0,389011.0,26.64,1438.8,68.2,5.25,3.92,2.03,0.41,25.72
"Thailand","Onions and shallots, dry (excluding dehydrated)",2005,1866.0,307369.0,26.85,1581.45,71.77,4.95,0.97,3.4,0.46,6.96
"Thailand","Onions and shallots, dry (excluding dehydrated)",2006,1420.0,270613.0,26.74,1714.52,69.4,5.12,1.94,3.31,0.46,9.52
"Thailand","Onions and shallots, dry (excluding dehydrated)",2007,1779.0,296504.0,26.64,1662.52,69.7,5.27,0.53,3.31,0.46,9.38
"Thailand","Onions and shallots, dry (excluding dehydrated)",2008,1575.0,294781.0,26.29,1712.79,71.0,4.8,2.76,1.96,0.59,0.14
"Thailand","Onions and shallots, dry (excluding dehydrated)",2009,1516.0,296682.0,26.68,1638.83,71.3,4.76,2.34,2.56,0.53,0.46
"Thailand","Onions and shallots, dry (excluding dehydrated)",2010,1743.0,266575.0,27.32,1637.71,73.3,5.9,3.53,2.06,0.55,1.52
"Thailand","Onions and shallots, dry (excluding dehydrated)",2011,1934.0,259069.0,26.27,1990.16,73.1,5.79,2.24,2.18,0.6,0.4
"Thailand","Onions and shallots, dry (excluding dehydrated)",2012,1940.0,279897.0,27.16,1538.85,74.6,5.66,4.15,3.91,0.54,0.9
"Thailand","Onions and shallots, dry (excluding dehydrated)",2013,1622.0,246048.0,26.8,1760.87,73.0,5.41,1.5,3.6,0.54,1.86
"Thailand","Onions and shallots, dry (excluding dehydrated)",2014,1410.0,267773.0,26.9,1472.06,71.9,5.2,1.29,2.8,0.53,1.55
"Thailand","Onions and shallots, dry (excluding dehydrated)",2015,1416.0,250466.0,27.3,1420.21,72.7,4.69,2.13,2.01,0.48,8.81
"Thailand","Onions and shallots, dry (excluding dehydrated)",2016,1483.0,254341.0,27.41,1600.27,68.73,5.5,2.54,2.07,0.5,8.16
"Thailand","Onions and shallots, dry (excluding dehydrated)",2017,1436.0,248108.0,26.93,1985.24,73.2,5.85,2.5,2.11,0.58,0.64
"Thailand","Onions and shallots, dry (excluding dehydrated)",2018,1445.0,251010.0,26.92,1573.64,73.2,5.75,1.75,3.67,0.56,1.38
"Thailand","Onions and shallots, dry (excluding dehydrated)",2019,1455.0,251187.0,27.49,1308.5,71.9,4.62,0.61,3.24,0.5,7.06
"Thailand","Onions and shallots, dry (excluding dehydrated)",2020,1445.0,250108.0,27.42,1541.5,72.0,4.25,1.72,1.74,0.55,5.35
"Thailand","Onions and shallots, dry (excluding dehydrated)",2021,1448.0,250769.0,26.9,1631.11,71.5,5.1,1.57,1.65,0.58,1.39
"Thailand","Onions and shallots, dry (excluding dehydrated)",2022,1449.0,250689.0,26.78,2066.47,73.0,5.15,0.33,2.34,0.59,1.4
"Thailand","Onions and shallots, green",1961,0.0,0.0,26.23,1740.1,78.5,4.33,0.92,3.69,0.36,19.17
"Thailand","Onions and shallots, green",1962,0.0,0.0,26.08,1586.14,76.3,5.95,4.05,2.66,0.55,3.96
