Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","360","Indonesia","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","11342","I","Imputed value",""
"RL","Land Use","360","Indonesia","5110","Area","6650","Permanent crops","2008","2008","1000 ha","20300","I","Imputed value",""
"RL","Land Use","360","Indonesia","5110","Area","6650","Permanent crops","2015","2015","1000 ha","23000","I","Imputed value",""
"RL","Land Use","360","Indonesia","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","11000","I","Imputed value",""
"RL","Land Use","360","Indonesia","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","11000","I","Imputed value",""
"RL","Land Use","360","Indonesia","5110","Area","6656","Perm. meadows & pastures - Cultivated","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6656","Perm. meadows & pastures - Cultivated","2015","2015","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2015","2015","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6649","Farm buildings and Farmyards","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6649","Farm buildings and Farmyards","2015","2015","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6671","Agriculture area under organic agric.","2008","2008","1000 ha","42.1","I","Imputed value",""
"RL","Land Use","360","Indonesia","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","130.4","I","Imputed value",""
"RL","Land Use","360","Indonesia","5110","Area","6672","Agriculture area certified organic","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6672","Agriculture area certified organic","2015","2015","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6668","Cropland area under organic agric.","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6668","Cropland area under organic agric.","2015","2015","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6669","Cropland area certified organic","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6669","Cropland area certified organic","2015","2015","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2015","2015","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6682","Perm. meadows & pastures area certified organic","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6682","Perm. meadows & pastures area certified organic","2015","2015","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6664","Cropland area under conventional tillage","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6664","Cropland area under conventional tillage","2015","2015","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6665","Cropland area under conservation tillage","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6665","Cropland area under conservation tillage","2015","2015","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6666","Cropland area under zero or no tillage","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6666","Cropland area under zero or no tillage","2015","2015","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6774","Cropland area under protective cover","2008","2008","","","","",""
"RL","Land Use","360","Indonesia","5110","Area","6774","Cropland area under protective cover","2015","2015","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6600","Country area","2008","2008","1000 ha","174515","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6600","Country area","2015","2015","1000 ha","174515","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6601","Land area","2008","2008","1000 ha","162876","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6601","Land area","2015","2015","1000 ha","162876","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6602","Agriculture","2008","2008","1000 ha","46685","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6602","Agriculture","2015","2015","1000 ha","45954","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6610","Agricultural land","2008","2008","1000 ha","46685","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6610","Agricultural land","2015","2015","1000 ha","45954","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6620","Cropland","2008","2008","1000 ha","17182","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6620","Cropland","2015","2015","1000 ha","16477","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6621","Arable land","2008","2008","1000 ha","15545","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6621","Arable land","2015","2015","1000 ha","14687","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6630","Temporary crops","2008","2008","1000 ha","11182","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6630","Temporary crops","2015","2015","1000 ha","11118","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","0","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","4363","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","3569","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6650","Permanent crops","2008","2008","1000 ha","1637","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6650","Permanent crops","2015","2015","1000 ha","1790","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","29503","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","29477","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6656","Perm. meadows & pastures - Cultivated","2008","2008","1000 ha","41","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6656","Perm. meadows & pastures - Cultivated","2015","2015","1000 ha","15","A","Official figure",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2008","2008","1000 ha","29462","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2015","2015","1000 ha","29462","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6649","Farm buildings and Farmyards","2008","2008","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6649","Farm buildings and Farmyards","2015","2015","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6671","Agriculture area under organic agric.","2008","2008","1000 ha","11.75","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","14.6","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6672","Agriculture area certified organic","2008","2008","1000 ha","11.4","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6672","Agriculture area certified organic","2015","2015","1000 ha","12.6","I","Imputed value",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6668","Cropland area under organic agric.","2008","2008","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6668","Cropland area under organic agric.","2015","2015","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6669","Cropland area certified organic","2008","2008","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6669","Cropland area certified organic","2015","2015","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2008","2008","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2015","2015","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6682","Perm. meadows & pastures area certified organic","2008","2008","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6682","Perm. meadows & pastures area certified organic","2015","2015","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6664","Cropland area under conventional tillage","2008","2008","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6664","Cropland area under conventional tillage","2015","2015","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6665","Cropland area under conservation tillage","2008","2008","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6665","Cropland area under conservation tillage","2015","2015","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6666","Cropland area under zero or no tillage","2008","2008","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6666","Cropland area under zero or no tillage","2015","2015","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6774","Cropland area under protective cover","2008","2008","","","","",""
"RL","Land Use","364","Iran (Islamic Republic of)","5110","Area","6774","Cropland area under protective cover","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6600","Country area","2008","2008","1000 ha","43832","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6600","Country area","2015","2015","1000 ha","43505.2","A","Official figure",""
"RL","Land Use","368","Iraq","5110","Area","6601","Land area","2008","2008","1000 ha","43737","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6601","Land area","2015","2015","1000 ha","43412.8","A","Official figure",""
"RL","Land Use","368","Iraq","5110","Area","6602","Agriculture","2008","2008","1000 ha","8190","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6602","Agriculture","2015","2015","1000 ha","9269","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6610","Agricultural land","2008","2008","1000 ha","8190","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6610","Agricultural land","2015","2015","1000 ha","9269","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6620","Cropland","2008","2008","1000 ha","4190","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6620","Cropland","2015","2015","1000 ha","5269","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6621","Arable land","2008","2008","1000 ha","4000","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6621","Arable land","2015","2015","1000 ha","4969","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6630","Temporary crops","2008","2008","1000 ha","3054.8751","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6630","Temporary crops","2015","2015","1000 ha","1563.25","A","Official figure",""
"RL","Land Use","368","Iraq","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","0","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","945.1249","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","3405.75","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6650","Permanent crops","2008","2008","1000 ha","190","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6650","Permanent crops","2015","2015","1000 ha","300","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","4000","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","4000","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6656","Perm. meadows & pastures - Cultivated","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6656","Perm. meadows & pastures - Cultivated","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6649","Farm buildings and Farmyards","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6649","Farm buildings and Farmyards","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6671","Agriculture area under organic agric.","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","0.06","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6672","Agriculture area certified organic","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6672","Agriculture area certified organic","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6668","Cropland area under organic agric.","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6668","Cropland area under organic agric.","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6669","Cropland area certified organic","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6669","Cropland area certified organic","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6682","Perm. meadows & pastures area certified organic","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6682","Perm. meadows & pastures area certified organic","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6664","Cropland area under conventional tillage","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6664","Cropland area under conventional tillage","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6665","Cropland area under conservation tillage","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6665","Cropland area under conservation tillage","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6666","Cropland area under zero or no tillage","2008","2008","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6666","Cropland area under zero or no tillage","2015","2015","","","","",""
"RL","Land Use","368","Iraq","5110","Area","6774","Cropland area under protective cover","2008","2008","1000 ha","48","I","Imputed value",""
"RL","Land Use","368","Iraq","5110","Area","6774","Cropland area under protective cover","2015","2015","1000 ha","24.6","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6600","Country area","2008","2008","1000 ha","7028","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6600","Country area","2015","2015","1000 ha","7028","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6601","Land area","2008","2008","1000 ha","6889","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6601","Land area","2015","2015","1000 ha","6889","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6602","Agriculture","2008","2008","1000 ha","4629","I","Imputed value",""
"RL","Land Use","372","Ireland","5110","Area","6602","Agriculture","2015","2015","1000 ha","4430","I","Imputed value",""
"RL","Land Use","372","Ireland","5110","Area","6610","Agricultural land","2008","2008","1000 ha","4629","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6610","Agricultural land","2015","2015","1000 ha","4430","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6620","Cropland","2008","2008","1000 ha","488.35","I","Imputed value",""
"RL","Land Use","372","Ireland","5110","Area","6620","Cropland","2015","2015","1000 ha","454","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6621","Arable land","2008","2008","1000 ha","485.65","I","Imputed value",""
"RL","Land Use","372","Ireland","5110","Area","6621","Arable land","2015","2015","1000 ha","453","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6630","Temporary crops","2008","2008","1000 ha","416","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6630","Temporary crops","2015","2015","1000 ha","358","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","69.65","I","Imputed value",""
"RL","Land Use","372","Ireland","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","95","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","0","I","Imputed value",""
"RL","Land Use","372","Ireland","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","372","Ireland","5110","Area","6650","Permanent crops","2008","2008","1000 ha","2.7","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6650","Permanent crops","2015","2015","1000 ha","1","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","4140.65","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","3976","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2008","2008","1000 ha","3694.85","I","Imputed value",""
"RL","Land Use","372","Ireland","5110","Area","6656","Perm. meadows & pastures - Cultivated","2015","2015","1000 ha","3472","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2008","2008","1000 ha","445.8","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2015","2015","1000 ha","504","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6649","Farm buildings and Farmyards","2008","2008","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6649","Farm buildings and Farmyards","2015","2015","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6671","Agriculture area under organic agric.","2008","2008","1000 ha","42.8","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6671","Agriculture area under organic agric.","2015","2015","1000 ha","73","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6672","Agriculture area certified organic","2008","2008","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6672","Agriculture area certified organic","2015","2015","1000 ha","48","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6668","Cropland area under organic agric.","2008","2008","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6668","Cropland area under organic agric.","2015","2015","1000 ha","4.6","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6669","Cropland area certified organic","2008","2008","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6669","Cropland area certified organic","2015","2015","1000 ha","4","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2008","2008","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2015","2015","1000 ha","68.4","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6682","Perm. meadows & pastures area certified organic","2008","2008","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6682","Perm. meadows & pastures area certified organic","2015","2015","1000 ha","44","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6664","Cropland area under conventional tillage","2008","2008","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6664","Cropland area under conventional tillage","2015","2015","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6665","Cropland area under conservation tillage","2008","2008","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6665","Cropland area under conservation tillage","2015","2015","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6666","Cropland area under zero or no tillage","2008","2008","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6666","Cropland area under zero or no tillage","2015","2015","","","","",""
"RL","Land Use","372","Ireland","5110","Area","6774","Cropland area under protective cover","2008","2008","1000 ha","0.44","A","Official figure",""
"RL","Land Use","372","Ireland","5110","Area","6774","Cropland area under protective cover","2015","2015","1000 ha","0.495","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6600","Country area","2008","2008","1000 ha","57","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6600","Country area","2015","2015","1000 ha","57","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6601","Land area","2008","2008","1000 ha","57","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6601","Land area","2015","2015","1000 ha","57","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6602","Agriculture","2008","2008","1000 ha","44.28","I","Imputed value",""
"RL","Land Use","833","Isle of Man","5110","Area","6602","Agriculture","2015","2015","1000 ha","40.4","I","Imputed value",""
"RL","Land Use","833","Isle of Man","5110","Area","6610","Agricultural land","2008","2008","1000 ha","44.28","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6610","Agricultural land","2015","2015","1000 ha","40.4","I","Imputed value",""
"RL","Land Use","833","Isle of Man","5110","Area","6620","Cropland","2008","2008","1000 ha","27.28","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6620","Cropland","2015","2015","1000 ha","23.2","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6621","Arable land","2008","2008","1000 ha","27.28","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6621","Arable land","2015","2015","1000 ha","23.2","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6630","Temporary crops","2008","2008","1000 ha","5.18","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6630","Temporary crops","2015","2015","1000 ha","4.1","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","22.1","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","19.1","I","Imputed value",""
"RL","Land Use","833","Isle of Man","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","0","I","Imputed value",""
"RL","Land Use","833","Isle of Man","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","833","Isle of Man","5110","Area","6650","Permanent crops","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6650","Permanent crops","2015","2015","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6655","Permanent meadows and pastures","2008","2008","1000 ha","17","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6655","Permanent meadows and pastures","2015","2015","1000 ha","17.2","I","Imputed value",""
"RL","Land Use","833","Isle of Man","5110","Area","6656","Perm. meadows & pastures - Cultivated","2008","2008","1000 ha","4.8","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6656","Perm. meadows & pastures - Cultivated","2015","2015","1000 ha","6.3","I","Imputed value",""
"RL","Land Use","833","Isle of Man","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2008","2008","1000 ha","12.2","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2015","2015","1000 ha","10.9","A","Official figure",""
"RL","Land Use","833","Isle of Man","5110","Area","6649","Farm buildings and Farmyards","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6649","Farm buildings and Farmyards","2015","2015","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6671","Agriculture area under organic agric.","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6671","Agriculture area under organic agric.","2015","2015","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6672","Agriculture area certified organic","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6672","Agriculture area certified organic","2015","2015","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6668","Cropland area under organic agric.","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6668","Cropland area under organic agric.","2015","2015","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6669","Cropland area certified organic","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6669","Cropland area certified organic","2015","2015","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2015","2015","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6682","Perm. meadows & pastures area certified organic","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6682","Perm. meadows & pastures area certified organic","2015","2015","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6664","Cropland area under conventional tillage","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6664","Cropland area under conventional tillage","2015","2015","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6665","Cropland area under conservation tillage","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6665","Cropland area under conservation tillage","2015","2015","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6666","Cropland area under zero or no tillage","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6666","Cropland area under zero or no tillage","2015","2015","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6774","Cropland area under protective cover","2008","2008","","","","",""
"RL","Land Use","833","Isle of Man","5110","Area","6774","Cropland area under protective cover","2015","2015","","","","",""
"RL","Land Use","376","Israel","5110","Area","6600","Country area","2008","2008","1000 ha","2207","A","Official figure",""
"RL","Land Use","376","Israel","5110","Area","6600","Country area","2015","2015","1000 ha","2207","A","Official figure",""
"RL","Land Use","376","Israel","5110","Area","6601","Land area","2008","2008","1000 ha","2164","A","Official figure",""
"RL","Land Use","376","Israel","5110","Area","6601","Land area","2015","2015","1000 ha","2164","A","Official figure",""
"RL","Land Use","376","Israel","5110","Area","6602","Agriculture","2008","2008","1000 ha","515.6","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6602","Agriculture","2015","2015","1000 ha","533.9","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6610","Agricultural land","2008","2008","1000 ha","515.6","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6610","Agricultural land","2015","2015","1000 ha","533.9","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6620","Cropland","2008","2008","1000 ha","377","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6620","Cropland","2015","2015","1000 ha","393.9","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6621","Arable land","2008","2008","1000 ha","299.7","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6621","Arable land","2015","2015","1000 ha","297.2","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6630","Temporary crops","2008","2008","1000 ha","209.7","A","Official figure",""
"RL","Land Use","376","Israel","5110","Area","6630","Temporary crops","2015","2015","1000 ha","207.2","A","Official figure",""
"RL","Land Use","376","Israel","5110","Area","6633","Temporary meadows and pastures","2008","2008","1000 ha","0","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6633","Temporary meadows and pastures","2015","2015","1000 ha","0","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6640","Temporary fallow","2008","2008","1000 ha","90","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6640","Temporary fallow","2015","2015","1000 ha","90","I","Imputed value",""
"RL","Land Use","376","Israel","5110","Area","6650","Permanent crops","2008","2008","1000 ha","77.3","A","Official figure",""
